yolo,Protocolo,DataEnvio,FoiProrrogado,Anonimo,Ativo,usuario_nome,Nome,Ativo,agente_UF,agente_Poder,agente_Nivel_Federativo,agente_nome,status_final_pedido_nome,ano
152,28,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2012
153,30,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Atendido,2012
154,31,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2012
155,32,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
156,33,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Atendido,2012
157,34,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Atendido,2012
158,35,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SP URBANISMO - São Paulo Urbanismo,1,São Paulo,Executivo,Municipal,SP URBANISMO - São Paulo Urbanismo,Atendido,2012
159,36,2012-09-18,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
160,37,2012-09-19,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
161,39,2012-09-19,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
162,40,2012-09-19,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
163,41,2012-09-19,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2012
164,42,2012-09-19,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Atendido,2012
165,43,2012-09-19,1,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2012
166,44,2012-09-19,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2012
167,45,2012-09-19,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2012
168,46,2012-09-19,1,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2012
169,47,2012-09-19,1,0,1,Controladoria Geral do Município de São Paulo,SECOPA - Secretaria Especial de Articulação para a Copa do Mundo de Futebol de 2014,1,São Paulo,Executivo,Municipal,SECOPA - Secretaria Especial de Articulação para a Copa do Mundo de Futebol de 2014,Atendido,2012
170,48,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2012
171,49,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
172,50,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
173,51,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Atendido,2012
174,52,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
175,53,2012-09-20,1,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2012
176,54,2012-09-20,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
177,55,2012-09-20,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
178,56,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2012
179,57,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Atendido,2012
180,58,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Atendido,2012
181,59,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,OGM - Ouvidoria Geral do Município de São Paulo,1,São Paulo,Executivo,Municipal,OGM - Ouvidoria Geral do Município de São Paulo,Atendido,2012
182,60,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SPMB - Subprefeitura MBoi Mirim,1,São Paulo,Executivo,Municipal,SPMB - Subprefeitura MBoi Mirim,Atendido,2012
183,61,2012-09-20,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2012
184,62,2012-09-21,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
185,63,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2012
186,64,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2012
187,65,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2012
188,66,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
189,67,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
190,68,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2012
191,69,2012-09-21,0,0,1,Controladoria Geral do Município de São Paulo,SPFO - Subprefeitura Freguesia/Brasilândia,1,São Paulo,Executivo,Municipal,SPFO - Subprefeitura Freguesia/Brasilândia,Atendido,2012
192,70,2012-09-23,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2012
193,71,2012-09-24,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Atendido,2012
194,72,2012-09-24,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2012
195,73,2012-09-26,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2012
196,76,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2012
197,77,2012-09-27,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
198,78,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2012
199,79,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
200,80,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Atendido,2012
201,81,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2012
202,82,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2012
203,83,2012-09-27,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Atendido,2012
204,84,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2012
205,85,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
206,86,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
207,87,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
208,88,2012-09-28,1,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
209,89,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2012
210,91,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2012
211,92,2012-09-28,1,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2012
212,93,2012-09-28,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Atendido,2012
213,94,2012-09-30,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2012
214,95,2012-09-30,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2012
215,96,2012-10-01,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
216,97,2012-10-02,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Atendido,2012
217,98,2012-10-03,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
218,99,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
219,100,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SMPP - Secretaria Municipal de Participação e Parceria,1,São Paulo,Executivo,Municipal,SMPP - Secretaria Municipal de Participação e Parceria,Atendido,2012
220,101,2012-10-04,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2012
221,102,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2012
222,103,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2012
223,104,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
224,105,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2012
225,106,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
226,107,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2012
227,109,2012-10-04,1,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2012
228,110,2012-10-04,1,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2012
229,111,2012-10-04,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2012
230,112,2012-10-04,1,0,1,Controladoria Geral do Município de São Paulo,SMCU - Secretaria Especial de Controle Urbano,1,São Paulo,Executivo,Municipal,SMCU - Secretaria Especial de Controle Urbano,Atendido,2012
231,113,2012-10-05,0,0,1,Controladoria Geral do Município de São Paulo,SNJ - Secretaria Municipal dos Negócios Jurídicos,1,São Paulo,Executivo,Municipal,SNJ - Secretaria Municipal dos Negócios Jurídicos,Atendido,2012
232,114,2012-10-05,1,0,1,Controladoria Geral do Município de São Paulo,SP URBANISMO - São Paulo Urbanismo,1,São Paulo,Executivo,Municipal,SP URBANISMO - São Paulo Urbanismo,Atendido,2012
233,115,2012-10-06,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
234,116,2012-10-06,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2012
235,117,2012-10-08,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2012
236,118,2012-10-08,0,0,1,Controladoria Geral do Município de São Paulo,SPIT - Subprefeitura Itaim Paulista,1,São Paulo,Executivo,Municipal,SPIT - Subprefeitura Itaim Paulista,Atendido,2012
237,119,2012-10-08,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2012
238,120,2012-10-08,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2012
239,121,2012-10-09,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2012
240,122,2012-10-09,1,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2012
241,123,2012-10-09,1,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2012
242,124,2012-10-09,0,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Atendido,2012
243,125,2012-10-09,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Atendido,2012
